x,y,z,c,t
57,28,138,2,1
106,109,26,6,2
44,108,32,7,4
8,110,126,3,1
123,47,108,2,1
99,20,39,4,3
50,115,45,5,4
41,38,59,0,0
10,95,82,4,3
78,114,41,5,2
89,23,130,5,3
81,70,57,6,3
1,122,51,4,5
79,69,34,8,10
105,129,75,0,0
142,58,3,4,3
62,49,127,8,6
80,5,25,1,0
100,64,8,2,1
139,59,32,3,2
90,11,15,8,6
104,57,144,6,3
100,87,125,8,4
23,18,95,8,8
79,114,119,5,2
96,113,81,7,1
56,144,35,8,5
100,59,54,5,5
128,104,91,5,3
64,148,147,4,5
45,103,112,6,2
39,123,39,2,3
150,59,27,7,5
11,7,27,8,8
3,1,113,6,4
63,52,30,5,3
79,121,33,5,3
56,91,32,8,5
6,57,34,3,2
113,17,33,4,3
33,101,72,7,5
32,147,17,3,2
101,92,23,2,2
92,146,39,7,3
54,24,24,3,2
58,79,128,3,2
33,6,125,7,3
105,94,113,5,2
60,19,64,5,2
142,51,19,3,4
127,46,76,6,2
108,79,5,7,6
29,51,17,4,2
65,88,34,8,3
63,85,24,4,3
25,21,136,5,3
12,46,124,8,2
17,68,74,7,3
120,139,48,2,1
118,15,61,4,2
16,79,149,6,3
102,125,139,3,1
60,11,15,4,4
118,103,40,8,7
146,146,52,4,2
94,72,148,3,1
61,16,40,7,5
1,63,119,5,1
105,46,118,4,5
93,41,75,8,7
118,115,40,5,2
55,79,56,3,1
121,62,97,3,1
107,29,33,3,2
89,107,94,4,1
134,81,143,6,4
141,9,123,8,5
62,121,128,5,2
141,77,34,6,7
17,42,93,4,0
93,76,64,6,3
76,61,29,3,3
13,129,84,3,4
105,9,96,1,0
106,23,149,6,4
96,90,32,7,6
47,45,58,1,1
18,20,27,3,2
70,4,63,7,9
128,143,123,0,0
62,21,143,8,5
46,69,60,2,1
103,107,76,5,2
104,8,10,8,3
64,108,23,7,6
4,57,88,4,4
20,14,135,3,2
146,64,129,7,4
136,135,120,7,0
14,7,73,0,0
131,111,1,3,1
75,132,66,1,1
108,87,57,7,2
115,2,67,8,4
119,8,134,9,9
16,103,93,1,1
82,130,47,4,6
51,115,17,0,0
95,60,14,2,1
77,72,7,4,3
98,20,129,6,2
3,74,125,1,1
100,53,106,8,3
18,21,12,3,3
138,43,78,8,9
57,116,2,2,2
146,50,7,5,3
71,70,81,7,6
93,93,33,0,0
10,141,86,6,4
87,6,133,4,1
89,71,86,8,4
119,72,26,3,1
89,79,70,8,5
46,128,26,8,6
29,7,85,6,2
16,55,8,7,1
112,92,116,8,6
58,34,98,7,3
111,107,48,4,4
72,113,142,6,3
77,33,122,4,4
18,138,9,8,4
21,19,20,8,5
20,104,13,9,6
83,71,19,4,3
9,99,31,4,3
13,62,47,5,1
82,52,127,2,1
3,77,46,3,2
14,66,135,5,1
137,47,113,2,1
38,30,88,8,1
134,101,79,5,4
2,3,124,5,3
150,61,139,8,7
55,80,107,2,2
27,62,92,6,3
39,107,12,4,2
23,50,61,8,8
28,70,73,6,3
19,78,141,2,2
140,96,123,9,3
115,22,63,0,0
19,4,43,8,12
62,102,97,6,3
112,109,84,5,3
47,30,27,6,3
110,97,28,14,5
38,78,78,3,2
88,1,14,5,3
12,132,141,2,1
144,62,25,7,3
77,80,51,8,2
128,52,58,1,0
69,84,100,1,0
137,36,144,8,6
145,136,13,7,2
49,14,32,7,5
11,68,100,7,4
136,58,110,6,2
21,149,84,6,2
89,84,109,6,1
77,70,20,4,1
84,95,68,6,6
63,134,17,7,2
136,73,37,1,1
25,57,40,6,6
35,39,73,4,3
67,148,145,2,1
23,141,68,4,3
101,56,126,6,3
107,93,108,2,1
45,57,47,8,8
55,57,111,8,4
62,135,104,5,3
26,143,67,3,2
11,83,146,4,1
61,115,12,1,1
4,60,115,7,9
110,37,24,2,2
99,91,105,1,1
114,72,149,3,1
116,29,130,8,4
62,15,135,6,3
68,111,129,6,7
107,12,70,7,2
16,2,5,0,0
101,118,76,5,3
85,64,133,6,3
146,40,105,3,3
68,91,85,5,4
7,26,65,5,4
86,45,110,5,3
126,24,33,2,1
22,15,81,7,4
52,39,27,8,3
65,147,90,6,6
29,101,110,6,3
8,42,2,4,1
92,31,142,8,5
2,43,129,6,4
140,112,124,8,4
21,128,67,0,1
61,136,9,0,0
83,142,56,8,6
34,61,36,7,3
100,97,93,8,4
13,97,48,2,2
102,77,83,5,3
101,63,70,7,1
86,102,23,1,1
20,131,100,7,3
20,65,92,8,7
34,3,37,7,2
138,96,5,6,2
82,92,68,6,3
61,90,34,5,3
20,28,72,8,4
23,62,79,8,4
93,7,64,7,8
113,112,11,2,1
56,85,97,5,5
51,19,103,5,4
114,128,57,4,3
18,111,80,4,1
69,87,27,7,7
28,60,56,5,3
89,128,33,5,1
121,61,137,5,6
18,40,136,6,6
148,124,45,5,3
109,23,149,4,2
96,121,5,5,4
23,126,110,6,4
57,45,79,4,2
121,16,75,5,4
115,56,18,6,6
109,20,95,6,2
9,78,69,5,2
10,68,8,4,3
84,57,134,8,8
119,118,6,6,1
47,65,144,5,6
17,44,2,4,1
73,26,143,8,3
5,108,30,8,3
25,125,68,7,2
149,150,70,8,7
69,9,56,3,2
84,35,2,5,2
85,49,51,6,2
84,8,123,0,0
62,61,147,8,5
54,108,96,6,2
30,110,19,9,9
93,51,5,3,1
6,139,117,6,5
107,137,54,8,7
66,11,21,8,4
61,89,103,6,2
90,130,68,6,1
64,83,147,4,3
57,72,46,8,5
114,13,25,3,3
8,118,48,6,3
139,23,84,6,4
119,13,59,8,6
92,100,20,1,0
103,57,49,5,6
82,12,4,6,4
126,129,13,3,1
60,134,109,6,5
98,6,92,3,1
133,56,12,5,3
16,106,39,7,8
4,88,147,8,5
82,18,28,4,3
103,66,99,5,2
39,93,141,8,3
41,10,61,6,4
110,146,72,5,2
135,125,2,7,7
42,18,33,5,2
101,83,67,6,2
70,108,46,7,7
127,74,7,6,3
98,124,93,7,5
148,136,117,5,3
87,40,50,6,3
95,86,98,4,2
57,13,34,0,1
90,71,44,5,3
19,130,32,6,4
149,103,12,4,0
115,30,46,8,2
117,9,9,2,2
52,124,6,6,4
32,35,32,5,3
134,17,60,8,7
50,19,147,4,3
131,147,20,5,3
12,137,20,7,5
2,101,97,3,2
126,141,82,8,2
31,52,124,6,5
16,107,144,7,3
5,27,109,5,3
17,87,52,8,6
53,114,128,8,3
112,102,121,9,2
71,72,57,8,9
35,89,140,5,6
89,2,143,7,4
3,90,125,6,7
74,88,118,3,2
118,94,91,5,4
54,83,52,3,3
107,23,40,7,7
77,12,66,1,1
28,142,126,8,4
26,38,81,5,8
141,117,85,3,2
77,23,145,8,6
148,53,127,3,2
113,76,47,5,2
25,43,115,2,0
56,69,25,7,5
101,22,14,8,3
135,129,117,4,4
47,125,3,2,1
113,69,127,8,4
2,121,62,7,4
43,5,6,2,1
99,111,86,3,2
21,81,100,7,7
144,77,129,5,4
78,27,41,8,10
28,102,70,4,3
22,16,128,7,2
34,31,82,4,4
7,105,25,7,7
58,143,37,5,1
110,85,15,5,4
69,18,118,2,1
102,66,45,5,5
147,75,37,6,2
14,138,53,5,3
146,21,133,6,4
15,144,25,6,1
67,30,72,5,9
147,7,104,5,3
104,117,137,2,1
117,69,33,6,3
37,42,141,8,7
82,34,105,3,2
112,71,114,1,0
43,13,41,8,4
35,136,56,4,1
98,43,83,6,3
117,53,54,3,3
131,135,27,6,4
47,63,107,6,6
114,36,68,2,1
47,30,33,3,2
130,137,52,6,4
149,114,74,6,7
12,122,144,8,6
23,8,16,4,0
72,112,94,8,9
102,7,16,2,1
13,11,89,7,1
12,123,22,3,2
12,27,23,7,3
17,69,52,4,3
148,90,134,2,2
102,142,94,2,2
64,114,93,3,2
18,106,113,6,2
58,130,113,6,5
134,51,26,8,8
79,135,111,8,3
2,144,60,6,4
27,89,2,6,2
102,66,28,10,11
100,74,146,6,7
87,28,118,4,4
64,105,21,9,4
55,42,42,7,9
11,51,87,6,2
102,132,50,3,2
57,29,114,2,2
75,56,38,8,4
77,37,144,5,7
91,145,100,7,4
47,104,26,3,2
131,2,79,1,2
143,8,56,6,5
78,77,135,3,1
102,125,70,8,5
146,12,26,8,5
103,107,12,8,5
71,135,138,7,2
11,76,4,4,3
32,128,106,6,4
24,141,148,5,4
24,24,33,8,4
52,113,92,8,4
38,100,93,8,2
82,114,13,5,2
49,26,14,0,0
22,9,57,3,2
23,82,23,2,2
102,13,96,6,6
148,133,127,6,3
26,140,58,4,2
116,27,40,7,8
12,32,92,6,4
20,74,65,7,4
83,62,66,8,3
96,1,82,4,3
140,23,121,4,2
66,131,65,8,10
113,73,68,6,3
116,49,74,5,2
109,96,139,8,5
75,71,79,4,2
25,2,94,1,1
33,68,60,7,6
30,15,41,0,0
25,130,136,6,6
59,88,16,7,6
56,43,5,6,6
5,57,29,5,4
75,48,11,6,5
53,104,18,5,4
104,24,45,8,3
20,141,120,6,6
35,141,102,3,2
20,75,25,3,2
124,146,42,3,2
126,92,133,7,4
110,50,41,8,6
13,56,24,2,1
42,150,98,6,5
37,52,39,5,4
51,75,100,7,8
125,90,109,6,5
31,95,118,5,2
47,78,147,8,5
36,47,25,7,3
30,62,122,4,2
66,107,105,7,1
6,26,27,2,1
127,55,150,7,4
17,22,67,6,5
142,5,45,2,1
13,45,99,4,2
56,108,57,1,0
104,67,136,0,0
146,36,87,7,5
39,74,32,7,4
29,46,83,6,4
143,150,36,4,2
97,135,29,6,3
148,33,121,5,2
28,76,36,6,2
51,129,106,4,3
109,95,90,8,5
135,66,73,5,3
145,96,87,4,3
122,28,149,8,3
46,128,117,5,1
110,56,113,6,4
74,30,99,8,5
80,5,138,1,0
81,126,107,4,0
4,85,53,5,4
60,38,75,1,1
40,43,60,9,5
124,75,22,9,8
69,29,143,7,6
34,35,116,4,2
38,37,127,0,0
141,60,86,8,6
67,70,115,3,2
41,93,111,8,5
71,58,93,7,4
37,49,88,8,5
63,60,48,4,6
61,27,17,6,7
84,69,36,6,5
88,28,105,2,1
47,39,69,1,0
149,104,90,4,2
3,53,118,8,4
137,117,5,7,6
137,34,22,7,6
148,149,77,2,1
14,130,14,1,1
10,90,47,2,0
115,6,67,5,2
37,124,69,5,5
9,129,98,2,2
85,35,44,3,1
103,82,57,2,1
133,127,132,7,3
27,8,37,7,2
135,32,41,5,3
51,51,144,3,2
116,32,122,4,2
10,74,97,8,8
35,144,28,8,3
109,41,51,4,2
133,94,72,6,3
23,144,103,4,2
86,68,67,5,5
132,129,114,7,2
113,135,46,6,3
109,64,32,8,4
113,121,76,8,9
26,2,147,7,6
131,66,39,7,5
100,43,105,7,4
92,32,73,7,1
23,68,80,2,1
126,108,131,8,7
89,15,37,8,2
47,78,114,6,7
98,130,104,7,8
12,124,146,5,4
37,29,123,7,2
144,63,100,5,3
3,146,89,4,2
27,109,95,7,2
3,25,14,6,6
2,112,79,3,1
40,86,90,5,2
144,148,73,6,6
29,48,78,6,4
18,130,78,7,5
44,37,56,4,3
70,92,79,8,6
77,11,65,8,5
22,108,48,6,3
24,64,37,5,2
139,147,77,6,4
73,41,49,3,2
67,31,58,5,3
16,9,49,3,3
6,116,28,7,5
1,65,61,2,2
91,104,18,1,0
126,101,53,6,7
18,50,74,5,4
57,130,112,6,5
79,24,143,6,4
148,129,119,5,3
21,137,84,7,2
115,107,26,4,2
111,120,79,7,6
71,10,107,7,6
67,122,128,1,1
105,61,150,8,4
4,34,99,8,4
55,5,30,5,6
123,87,117,6,4
63,30,41,5,2
5,111,127,8,3
21,145,95,4,2
145,94,85,7,6
68,118,55,6,2
90,146,91,4,1
70,57,35,5,4
55,132,143,8,5
52,104,27,7,3
83,6,107,6,6
116,118,84,3,2
90,79,113,5,3
122,81,38,1,0
123,94,75,3,2
20,14,3,5,2
147,85,23,5,3
7,104,39,8,4
82,120,150,6,4
126,130,45,6,2
117,34,86,4,3
111,56,78,8,9
136,127,130,7,4
71,10,132,3,2
90,86,96,6,3
28,74,101,4,3
87,48,90,8,5
119,143,145,6,7
84,139,41,6,2
35,43,97,3,2
56,71,5,2,1
114,113,84,6,6
77,62,119,6,3
150,14,37,3,4
59,107,17,8,3
70,80,110,6,3
73,9,77,8,2
9,94,100,6,4
11,9,50,5,5
150,77,104,4,4
148,142,64,8,9
11,62,3,2,1
132,138,8,6,2
78,138,68,4,4
64,67,56,8,11
146,91,75,6,4
5,27,7,4,3
68,111,148,4,2
65,38,149,5,4
43,6,73,4,2
27,13,134,4,3
44,10,139,6,4
32,76,28,9,4
71,44,7,9,4
136,17,66,7,10
132,93,53,9,4
96,85,108,7,6
19,149,148,7,1
108,24,31,5,4
111,90,122,1,1
111,129,143,1,1
104,92,22,5,3
98,92,138,2,2
62,94,117,6,5
1,144,77,8,3
74,108,16,4,3
52,117,129,5,2
7,106,77,7,3
93,16,50,4,2
60,17,20,3,1
14,27,32,8,4
77,91,81,5,3
86,136,51,10,10
32,118,128,1,2
133,108,118,2,2
21,56,39,3,3
86,150,7,4,2
78,136,98,7,4
11,143,19,7,6
140,24,42,8,1
114,37,8,3,1
66,38,22,6,5
104,121,121,6,5
83,100,5,5,3
49,87,86,8,7
106,122,55,7,4
81,61,2,8,1
149,136,129,5,1
45,102,82,4,3
72,132,100,4,2
16,102,116,7,3
56,138,80,8,5
118,43,137,7,2
84,65,142,9,6
19,7,6,8,3
44,70,85,8,6
150,7,108,7,2
138,138,60,4,3
29,118,3,9,5
61,108,24,0,0
67,54,34,3,3
120,136,67,5,4
6,113,89,4,2
72,91,62,3,2
49,2,24,4,2
83,34,13,5,5
134,13,98,3,2
70,100,2,7,3
113,86,132,4,4
127,90,36,3,4
127,48,87,5,3
99,53,101,0,0
109,140,7,6,4
68,126,5,7,5
2,119,62,1,1
118,93,110,4,3
123,135,130,7,4
145,69,36,8,2
126,80,149,6,3
148,45,148,9,7
40,38,98,1,1
130,69,71,7,4
18,28,130,7,4
129,73,87,4,2
131,38,82,3,3
1,115,36,6,1
118,9,139,3,2
27,111,81,6,5
5,38,68,7,3
111,85,97,8,5
115,53,3,4,5
118,4,24,8,4
102,32,93,3,2
90,118,21,6,4
53,33,92,5,0
79,38,50,7,1
56,47,3,6,4
29,55,93,8,3
103,54,20,8,8
127,21,53,1,1
13,57,60,3,2
123,40,41,8,8
95,145,85,5,5
57,67,109,4,2
107,44,84,7,5
98,47,136,5,3
12,14,84,6,4
128,115,37,6,5
111,64,59,4,3
8,10,66,7,3
17,142,99,7,8
76,106,73,4,2
93,85,66,3,3
18,9,50,3,3
128,83,122,4,1
125,30,41,2,1
50,34,109,6,3
85,116,90,4,4
47,143,54,5,4
66,56,12,6,3
73,65,30,8,3
12,32,99,4,1
134,148,85,5,0
89,94,146,1,2
33,10,19,6,1
100,146,33,7,3
1,121,67,8,4
32,98,125,7,2
112,5,37,5,3
143,10,4,5,4
106,54,122,4,3
55,19,97,8,5
113,21,104,3,2
94,102,115,6,4
66,42,4,5,5
65,29,90,6,4
32,102,64,6,2
143,26,97,3,3
48,94,81,6,4
14,94,136,1,1
42,64,124,4,3
35,78,137,8,6
68,63,81,4,2
22,132,42,8,9
148,100,64,6,3
95,29,57,7,3
146,117,118,2,3
74,16,40,8,4
142,114,95,8,8
140,69,64,3,1
7,118,111,3,1
1,150,18,4,3
53,86,71,11,4
116,126,119,5,3
80,12,86,7,3
117,97,68,5,6
112,100,52,8,5
123,28,93,5,3
86,13,17,8,4
98,145,90,8,1
39,150,8,5,4
80,41,69,8,7
120,35,81,3,4
101,82,136,6,6
60,80,142,4,4
69,21,65,6,5
16,113,47,8,4
140,84,18,7,5
76,140,54,5,2
83,75,139,1,1
21,75,147,5,4
38,76,39,4,2
48,89,37,7,4
45,47,145,6,3
70,101,87,7,3
123,44,11,7,5
21,91,25,6,3
136,21,15,6,4
87,79,122,8,6
70,147,37,4,2
44,5,64,3,3
91,118,68,5,4
19,97,60,5,4
72,2,112,5,3
2,109,138,8,2
115,63,71,7,3
133,25,36,4,0
144,132,136,8,3
38,41,36,6,8
18,116,147,0,0
75,98,122,3,1
120,42,19,8,4
10,23,40,5,2
120,96,82,3,4
111,129,3,8,7
125,14,113,5,3
112,107,74,4,2
14,126,58,6,2
73,59,113,8,3
37,93,49,6,3
87,35,115,7,6
80,34,45,8,4
95,38,49,10,4
124,144,73,5,8
87,125,11,5,3
138,134,118,5,4
50,97,118,8,2
4,127,140,6,5
101,146,144,2,2
94,132,40,4,3
128,41,53,7,5
105,75,8,7,1
139,99,77,5,2
101,70,28,4,2
69,42,106,9,6
121,62,29,4,2
45,3,44,1,1
147,68,72,5,3
22,42,32,6,5
24,61,133,7,4
117,133,50,6,4
67,59,148,2,1
2,50,66,8,8
7,82,124,7,3
143,142,116,8,5
109,96,110,6,3
107,143,41,8,3
32,69,131,4,4
84,54,38,8,3
77,56,79,9,7
38,81,38,2,1
146,15,91,6,3
40,99,27,2,1
11,35,7,8,3
121,2,150,8,2
72,149,133,6,2
53,1,75,5,2
82,140,97,6,4
105,138,89,4,2
122,35,67,5,3
102,31,135,7,5
105,141,99,5,4
88,87,116,2,2
6,86,110,2,1
7,4,38,5,7
85,28,128,4,1
134,33,59,6,2
94,37,74,5,2
140,75,3,5,2
142,54,112,6,2
18,119,91,7,5
145,12,47,10,8
96,92,140,8,2
117,87,108,7,3
130,121,106,5,2
36,79,29,5,5
54,59,35,8,12
50,5,144,5,4
19,90,120,8,4
54,107,90,6,4
135,128,20,8,4
65,70,148,8,3
104,47,149,5,2
50,25,4,7,5
137,116,9,5,1
17,36,127,7,4
150,134,41,5,3
139,65,139,6,4
94,136,99,4,1
132,137,15,4,1
46,71,103,7,6
51,124,91,8,8
53,18,22,9,10
57,133,64,3,2
13,46,108,4,0
137,112,27,6,6
54,57,82,6,3
104,89,115,4,5
57,62,70,5,5
135,25,132,5,3
67,71,93,7,2
103,100,136,7,5
54,91,139,8,5
95,149,125,9,3
141,5,87,9,6
90,128,53,1,2
42,31,74,6,4
5,15,128,7,3
39,112,11,2,2
35,87,119,6,4
131,11,2,8,5
139,62,54,7,5
110,31,18,7,7
75,84,40,2,1
85,101,14,3,4
46,41,7,5,2
125,94,86,7,5
19,24,89,8,8
11,129,118,2,1
80,99,65,6,0
128,94,33,14,5
46,110,111,8,7
105,136,36,3,2
93,82,7,8,3
96,87,81,4,2
40,88,13,3,2
48,149,39,3,2
142,40,120,3,1
27,141,21,5,4
77,102,54,6,4
128,134,67,5,1
149,127,91,8,3
17,53,4,0,0
97,136,8,1,0
121,11,43,8,4
38,94,147,3,2
101,78,133,4,2
44,145,21,7,5
70,94,122,7,5
51,123,58,3,1
45,16,92,6,3
48,14,13,3,2
117,135,28,5,3
38,7,74,8,3
41,132,12,3,2
62,30,7,7,2
37,130,115,7,12
7,20,47,5,2
146,96,63,6,3
121,23,69,4,2
77,45,93,4,1
24,54,121,6,10
142,38,81,6,5
114,64,90,3,2
104,96,74,6,7
36,35,54,5,3
15,134,127,8,3
58,143,137,5,2
109,120,84,8,7
130,54,26,7,6
78,28,149,5,3
60,125,94,2,1
149,24,92,8,5
105,92,27,7,7
97,107,103,1,1
89,147,141,2,2
10,42,49,2,1
8,7,8,5,4
49,17,94,7,7
150,50,133,4,1
49,59,147,6,7
103,68,21,3,2
39,56,60,6,5
107,142,147,6,4
24,6,10,6,5
2,34,109,1,0
40,139,79,7,4
33,13,12,5,4
109,10,145,6,5
55,63,21,8,8
78,6,142,3,2
143,34,60,7,3
44,127,17,2,1
70,118,101,6,4
86,103,6,7,4
99,48,43,3,3
82,105,119,2,2
30,135,105,6,4
93,131,90,7,5
35,21,95,4,2
144,103,126,1,1
141,68,26,1,2
59,38,131,5,2
3,54,74,8,4
76,64,33,4,3
140,135,90,2,2
36,68,84,4,1
35,131,75,7,8
145,57,80,3,2
113,55,65,8,5
42,101,150,8,7
18,141,134,8,2
118,86,88,6,4
84,116,15,5,2
95,137,39,6,4
63,64,130,8,4
76,149,28,9,4
147,110,135,8,6
106,57,44,5,7
134,79,16,6,8
106,58,20,7,5
54,137,83,7,6
97,145,35,7,4
149,138,148,6,2
100,78,10,8,4
97,17,96,3,2
49,126,12,5,3
49,34,118,4,1
4,69,38,7,3
9,106,106,6,2
74,97,64,3,3
38,115,38,5,2
87,4,10,7,3
76,50,105,5,7
138,33,57,8,9
116,148,97,2,2
112,135,107,8,2
114,98,144,2,1
123,63,35,4,1
16,69,124,7,2
113,77,121,5,3
6,56,28,8,5
24,31,103,8,5
97,24,40,7,5
41,96,121,8,3
24,89,98,5,2
27,20,140,8,6
91,101,127,2,1
1,17,13,7,8
28,89,51,8,1
31,28,129,2,2
65,11,48,4,1
26,71,41,4,5
139,125,104,7,9
24,124,82,0,1
40,108,42,5,3
130,84,39,2,1
81,96,51,7,6
113,21,133,5,2
6,96,84,5,3
129,136,1,7,0
135,128,121,5,6
137,133,89,8,11
110,28,97,5,5
120,3,90,6,6
70,17,147,4,4
86,74,115,3,2
37,35,26,1,0
17,121,121,5,3
95,20,100,9,10
81,92,143,0,1
4,13,80,7,4
83,28,123,6,3
79,25,25,7,4
46,106,82,8,4
35,138,143,8,7
140,2,98,10,4
108,48,113,8,4
103,34,72,4,4
14,6,127,7,4
149,66,74,3,2
76,73,149,2,2
105,122,2,8,3
76,59,94,4,2
121,32,101,8,6
93,96,22,8,5
145,40,143,2,1
87,2,15,9,6
60,7,97,10,4
128,139,98,8,4
142,49,23,5,4
45,63,49,6,3
122,136,79,4,4
140,31,143,8,8
128,77,39,8,7
87,61,139,3,4
70,80,49,7,1
84,68,49,6,5
29,48,126,1,2
29,8,41,4,2
76,95,49,11,7
66,54,93,1,1
2,41,17,1,0
80,3,35,6,2
91,102,2,8,4
118,7,138,2,1
4,93,79,7,5
114,73,47,1,1
104,148,139,6,6
14,21,93,8,7
29,100,57,4,2
98,72,80,6,3
102,66,12,4,3
52,145,133,8,7
66,26,97,4,3
144,118,43,3,3
126,86,138,3,2
133,27,61,7,3
115,60,49,5,3
24,59,59,4,1
115,86,91,8,4
68,148,61,4,3
99,90,136,6,5
142,96,116,7,6
117,126,128,0,0
99,72,48,1,0
104,140,50,7,4
47,18,121,0,0
90,54,47,3,2
4,102,56,8,5
99,88,11,8,4
29,111,21,7,6
136,75,107,0,1
20,29,111,7,5
80,63,20,5,2
86,123,32,5,5
41,128,39,1,0
37,14,10,7,5
124,91,4,4,5
123,52,136,5,7
126,56,80,5,4
43,80,133,7,6
133,108,18,4,5
4,103,79,8,4
8,133,40,5,3
40,116,33,6,4
116,77,88,5,2
56,56,92,8,5
24,103,112,5,4
115,120,75,6,2
34,36,94,6,3
15,38,32,7,4
27,2,99,7,9
80,109,5,3,2
98,113,3,7,1
96,106,123,8,1
110,31,94,5,0
90,107,91,6,7
82,54,138,4,3
75,46,133,8,5
58,46,72,7,4
45,51,39,5,0
47,3,8,3,1
119,96,39,4,3
86,139,43,4,2
148,56,120,8,5
39,126,28,8,5
107,2,36,9,6
105,62,38,8,5
120,58,25,6,5
108,44,84,6,3
53,41,142,4,5
38,17,13,6,8
137,22,12,6,3
118,41,70,6,5
108,144,52,6,3
35,72,111,8,9
129,104,74,3,2
91,96,28,5,5
44,21,75,9,4
137,99,13,4,7
48,53,141,8,9
34,58,70,2,1
52,66,146,4,5
148,109,45,5,3
130,84,80,8,2
110,73,132,7,5
73,65,29,8,4
22,127,16,6,4
133,46,16,6,6
147,70,58,3,4
143,84,1,5,1
84,129,150,4,2
6,118,22,8,4
103,92,100,4,3
59,14,144,6,1
21,10,128,6,5
143,88,117,2,1
48,138,127,7,2
34,21,50,5,2
141,14,58,0,0
11,48,123,1,0
70,128,123,0,0
4,105,108,4,2
130,126,31,8,7
74,114,58,7,4
140,84,141,3,2
71,124,125,6,5
111,12,71,8,3
76,124,91,2,2
54,41,72,5,2
127,41,17,7,3
60,105,56,1,1
122,83,81,10,7
109,66,24,4,2
133,105,126,8,6
84,64,24,3,1
13,148,21,6,2
28,13,73,7,7
106,64,69,4,1
129,23,64,3,1
103,29,87,8,6
75,125,93,7,4
99,7,26,6,6
85,133,14,6,3
135,126,136,1,1
13,30,149,7,3
63,21,97,8,7
96,32,76,6,2
103,139,57,2,1
141,34,19,3,2
18,11,20,7,3
103,24,93,7,6
66,82,39,7,3
85,79,13,6,4
17,6,125,5,5
83,90,89,5,2
108,31,108,7,7
132,134,80,2,1
125,80,32,5,5
104,44,35,9,5
115,82,2,3,2
80,71,139,6,3
83,29,29,7,3
53,112,5,6,5
134,19,135,3,3
83,107,25,8,4
37,113,75,6,3
106,81,110,7,2
111,102,108,2,1
135,68,16,0,0
76,108,17,7,2
65,74,1,6,1
40,16,14,2,1
147,149,114,4,1
27,70,129,4,5
148,28,101,7,1
80,106,106,8,4
46,3,59,5,3
132,87,63,7,2
118,129,27,5,2
101,111,99,3,1
19,35,9,6,6
81,71,88,5,4
112,92,140,4,3
55,91,122,4,1
76,119,81,1,1
99,84,115,6,6
9,128,108,6,3
61,39,108,8,8
27,136,108,1,1
7,137,77,4,3
42,114,52,5,3
135,117,131,6,3
25,69,97,7,5
6,16,117,4,2
119,7,44,4,5
45,13,113,6,2
148,111,125,5,2
132,76,134,4,2
42,150,41,6,5
102,146,88,5,4
43,116,12,3,3
135,147,149,4,1
47,5,131,4,6
128,79,138,7,4
140,36,147,1,1
32,33,81,5,4
145,85,86,8,3
75,39,106,8,6
8,63,129,2,1
35,132,142,5,6
19,126,48,7,7
139,102,6,7,4
41,10,65,6,1
4,25,11,5,4
62,126,121,6,4
30,90,70,0,0
55,12,28,2,1
139,73,24,8,7
74,65,91,1,1
56,25,36,7,1
37,91,6,0,0
125,123,34,6,5
1,92,127,4,2
100,9,150,2,1
12,15,139,6,4
67,19,143,6,3
56,99,41,5,2
145,102,20,6,5
2,140,55,6,4
69,100,70,4,3
142,108,115,7,5
76,54,129,6,6
102,68,98,6,2
74,125,126,5,3
105,121,6,8,7
126,61,55,9,4
73,88,10,7,6
1,19,140,3,3
114,71,33,6,3
47,44,45,6,2
140,85,49,4,4
145,89,142,6,7
87,14,63,8,4
12,135,88,8,8
31,60,24,6,1
139,87,8,4,5
101,53,60,6,3
54,123,18,8,4
55,148,79,7,8
94,92,74,5,2
119,143,25,7,3
63,148,134,7,4
96,16,33,3,2
71,113,15,6,2
120,83,81,7,5
18,100,44,6,2
40,5,50,1,1
62,141,64,8,12
123,15,21,0,0
52,48,133,6,5
124,17,145,4,4
79,36,95,7,3
19,83,113,1,0
35,101,6,8,6
27,37,135,5,4
113,110,11,4,2
117,43,56,8,8
124,95,104,5,3
137,71,119,4,3
135,132,139,10,7
38,33,111,4,1
6,20,23,8,3
106,127,112,7,2
70,89,95,7,4
22,32,137,5,2
83,96,89,8,5
135,87,18,7,4
51,15,66,4,3
105,6,118,6,4
126,80,122,8,9
137,148,32,6,3
97,49,143,8,10
9,83,17,1,1
101,41,79,8,5
21,86,66,5,2
116,33,34,6,5
40,100,22,4,3
37,38,51,5,4
98,99,29,3,2
129,81,9,6,4
4,4,122,4,2
70,52,4,8,6
82,89,108,8,5
79,133,99,8,2
58,115,33,5,4
37,47,116,6,3
96,96,136,1,1
105,112,130,3,2
67,75,76,4,3
79,17,125,3,2
55,74,29,5,2
68,8,146,8,10
80,121,106,8,3
64,15,141,6,5
71,93,71,6,5
109,142,9,6,6
139,57,106,5,4
114,25,40,7,3
54,119,37,1,1
141,124,74,4,1
36,60,48,5,3
31,80,97,8,6
60,20,55,8,9
137,105,50,5,7
5,92,86,8,8
138,123,45,0,0
35,39,39,3,3
67,115,21,8,5
7,93,45,3,2
42,83,3,8,5
78,136,97,6,4
10,10,118,6,3
7,133,47,6,3
56,144,130,7,3
32,32,110,8,9
62,136,48,6,4
101,61,31,3,2
56,138,142,2,3
82,63,113,7,8
42,30,148,7,4
108,129,30,8,6
